VELOCITY (st, cv, dv, e, t, b): 0, 0.000000, 0.000000, 0.000000, 0.000000, 100.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.892612, 2.000000, 0.107388, 3.742147, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.912101, 2.000000, 0.087899, 4.344433, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.968403, 2.000000, 0.031597, 4.252396, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.009547, 2.000000, -0.009547, 3.210940, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.013878, 2.000000, -0.013878, 2.388913, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.022540, 2.000000, -0.022540, 2.315876, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.005216, 2.000000, -0.005216, 2.009908, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.990058, 2.000000, 0.009942, 2.348597, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.955410, 2.000000, 0.044590, 2.684950, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.918598, 2.000000, 0.081402, 3.386773, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.929425, 2.000000, 0.070575, 4.504247, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.948914, 2.000000, 0.051086, 4.255942, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.966238, 2.000000, 0.033762, 3.875042, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.992223, 2.000000, 0.007777, 3.566830, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.985727, 2.000000, 0.014273, 2.887845, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.992223, 2.000000, 0.007777, 2.956740, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.977065, 2.000000, 0.022935, 2.871590, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.964072, 2.000000, 0.035928, 3.191431, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.944583, 2.000000, 0.055417, 3.410913, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.931590, 2.000000, 0.068410, 3.787263, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.912101, 2.000000, 0.087899, 4.085820, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.907770, 2.000000, 0.092230, 4.614351, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.912101, 2.000000, 0.087899, 4.761263, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.959741, 2.000000, 0.040259, 4.474711, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.985727, 2.000000, 0.014273, 3.550813, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.966238, 2.000000, 0.033762, 2.871860, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.972734, 2.000000, 0.027266, 3.470131, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.009547, 2.000000, -0.009547, 3.156270, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.029036, 2.000000, -0.029036, 2.411091, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.009547, 2.000000, -0.009547, 1.849469, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.009547, 2.000000, -0.009547, 2.329751, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.938087, 2.000000, 0.061913, 2.699422, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.896943, 2.000000, 0.103057, 4.126933, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.922928, 2.000000, 0.077072, 5.170425, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.901274, 2.000000, 0.098726, 4.287904, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.966238, 2.000000, 0.033762, 4.231717, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.985727, 2.000000, 0.014273, 2.943646, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.987892, 2.000000, 0.012108, 2.478980, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.985727, 2.000000, 0.014273, 2.416994, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.992223, 2.000000, 0.007777, 2.418938, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.979230, 2.000000, 0.020770, 2.308931, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.979230, 2.000000, 0.020770, 2.612172, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.944583, 2.000000, 0.055417, 2.354127, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.888281, 2.000000, 0.111719, 3.209747, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.870957, 2.000000, 0.129043, 4.363117, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.881785, 2.000000, 0.118215, 4.852858, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.914267, 2.000000, 0.085733, 4.758244, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.966238, 1.800000, -0.166238, 2.965164, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.998720, 1.800000, -0.198720, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 2.013878, 1.800000, -0.213878, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 2.005216, 2.000000, -0.005216, 0.000000, 32.616206
VELOCITY (st, cv, dv, e, t, b): 2, 2.018209, 2.000000, -0.018209, 0.000000, 26.838332
VELOCITY (st, cv, dv, e, t, b): 2, 1.987892, 2.000000, 0.012108, 0.000000, 27.346380
VELOCITY (st, cv, dv, e, t, b): 2, 1.968403, 2.000000, 0.031597, 0.000000, 26.041789
VELOCITY (st, cv, dv, e, t, b): 2, 1.946749, 2.000000, 0.053251, 0.000000, 25.274484
VELOCITY (st, cv, dv, e, t, b): 2, 1.868792, 2.000000, 0.131208, 0.000000, 23.812645
VELOCITY (st, cv, dv, e, t, b): 2, 1.870957, 2.000000, 0.129043, 0.000000, 20.799836
VELOCITY (st, cv, dv, e, t, b): 2, 1.888281, 2.000000, 0.111719, 0.000000, 20.775737
VELOCITY (st, cv, dv, e, t, b): 2, 1.899108, 2.000000, 0.100892, 0.000000, 21.526606
VELOCITY (st, cv, dv, e, t, b): 2, 1.912101, 2.000000, 0.087899, 0.000000, 21.952529
VELOCITY (st, cv, dv, e, t, b): 2, 1.894777, 2.000000, 0.105223, 0.000000, 22.433225
VELOCITY (st, cv, dv, e, t, b): 2, 1.862296, 2.000000, 0.137704, 0.000000, 21.842159
VELOCITY (st, cv, dv, e, t, b): 2, 1.866627, 2.000000, 0.133373, 0.000000, 20.168430
VELOCITY (st, cv, dv, e, t, b): 2, 1.836310, 2.000000, 0.163690, 0.000000, 19.956408
VELOCITY (st, cv, dv, e, t, b): 2, 1.829814, 2.000000, 0.170186, 0.000000, 18.749505
VELOCITY (st, cv, dv, e, t, b): 2, 1.827648, 2.000000, 0.172352, 0.000000, 18.426494
VELOCITY (st, cv, dv, e, t, b): 2, 1.803828, 2.000000, 0.196172, 0.000000, 18.647072
VELOCITY (st, cv, dv, e, t, b): 2, 1.829814, 2.000000, 0.170186, 0.000000, 18.212349
VELOCITY (st, cv, dv, e, t, b): 2, 1.849303, 2.000000, 0.150697, 0.000000, 19.215688
VELOCITY (st, cv, dv, e, t, b): 2, 1.851468, 2.000000, 0.148532, 0.000000, 20.110176
VELOCITY (st, cv, dv, e, t, b): 2, 1.816821, 2.000000, 0.183179, 0.000000, 20.508314
VELOCITY (st, cv, dv, e, t, b): 2, 1.786504, 2.000000, 0.213496, 0.000000, 19.094211
VELOCITY (st, cv, dv, e, t, b): 2, 1.793001, 2.000000, 0.206999, 0.000000, 17.889322
VELOCITY (st, cv, dv, e, t, b): 2, 1.823317, 2.000000, 0.176683, 0.000000, 17.965552
VELOCITY (st, cv, dv, e, t, b): 2, 1.849303, 2.000000, 0.150697, 0.000000, 19.217668
VELOCITY (st, cv, dv, e, t, b): 2, 1.868792, 2.000000, 0.131208, 0.000000, 20.135761
VELOCITY (st, cv, dv, e, t, b): 2, 1.836310, 2.000000, 0.163690, 0.000000, 20.858503
VELOCITY (st, cv, dv, e, t, b): 2, 1.812490, 2.000000, 0.187510, 0.000000, 19.443152
VELOCITY (st, cv, dv, e, t, b): 2, 1.773512, 2.000000, 0.226488, 0.000000, 18.592122
VELOCITY (st, cv, dv, e, t, b): 2, 1.764850, 2.000000, 0.235150, 0.000000, 17.254157
VELOCITY (st, cv, dv, e, t, b): 1, 1.762684, 2.000000, 0.237316, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.801663, 2.000000, 0.198337, 5.641412, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.801663, 2.000000, 0.198337, 4.603575, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.756188, 2.000000, 0.243812, 4.948867, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.730203, 2.000000, 0.269797, 5.923674, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.695555, 2.000000, 0.304445, 6.468874, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.715044, 2.000000, 0.284956, 7.443685, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.777843, 1.965555, 0.187713, 6.744672, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.853634, 1.985044, 0.131411, 4.858076, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.890447, 1.985044, 0.094598, 3.696471, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.912101, 2.000000, 0.087899, 2.729864, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.834145, 2.000000, 0.165855, 3.149492, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.730203, 2.000000, 0.269797, 4.779644, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.708548, 2.000000, 0.291452, 7.270239, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.693390, 2.000000, 0.306610, 7.797515, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.693390, 2.000000, 0.306610, 8.127274, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.773512, 2.000000, 0.226488, 8.121680, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.842806, 1.963390, 0.120583, 6.619543, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.909936, 1.963390, 0.053454, 4.232302, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.909936, 2.000000, 0.090064, 3.502626, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.890447, 2.000000, 0.109553, 4.261541, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.810325, 2.000000, 0.189675, 4.431530, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.758354, 2.000000, 0.241646, 6.214427, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.758354, 2.000000, 0.241646, 7.083657, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.829814, 2.000000, 0.170186, 7.057964, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.864461, 2.000000, 0.135539, 5.551476, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.927259, 2.000000, 0.072741, 5.093062, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.955410, 1.620000, -0.335410, 1.705589, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.948914, 1.620000, -0.328914, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.948914, 1.620000, -0.328914, 0.000000, 31.577102
VELOCITY (st, cv, dv, e, t, b): 2, 1.916432, 2.000000, 0.083568, 0.000000, 37.908338
VELOCITY (st, cv, dv, e, t, b): 2, 1.868792, 2.000000, 0.131208, 0.000000, 24.953123
VELOCITY (st, cv, dv, e, t, b): 2, 1.793001, 2.000000, 0.206999, 0.000000, 22.945262
VELOCITY (st, cv, dv, e, t, b): 2, 1.747526, 2.000000, 0.252474, 0.000000, 19.678117
VELOCITY (st, cv, dv, e, t, b): 1, 1.764850, 2.000000, 0.235150, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.827648, 2.000000, 0.172352, 3.061610, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.857965, 2.000000, 0.142035, 1.852987, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.875288, 2.000000, 0.124712, 1.215182, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.855799, 2.000000, 0.144201, 0.711874, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.827648, 2.000000, 0.172352, 1.201291, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.849303, 2.000000, 0.150697, 1.762610, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.901274, 1.620000, -0.281274, 2.448086, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.933756, 1.620000, -0.313756, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.966238, 1.620000, -0.346238, 0.000000, 26.434310
VELOCITY (st, cv, dv, e, t, b): 2, 1.912101, 1.620000, -0.292101, 0.000000, 27.713265
VELOCITY (st, cv, dv, e, t, b): 2, 1.862296, 1.620000, -0.242296, 0.000000, 25.554802
VELOCITY (st, cv, dv, e, t, b): 2, 1.829814, 1.620000, -0.209814, 0.000000, 23.429167
VELOCITY (st, cv, dv, e, t, b): 2, 1.827648, 1.620000, -0.207648, 0.000000, 22.506356
VELOCITY (st, cv, dv, e, t, b): 2, 1.892612, 2.000000, 0.107388, 0.000000, 21.589933
VELOCITY (st, cv, dv, e, t, b): 2, 1.927259, 2.000000, 0.072741, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.931590, 2.000000, 0.068410, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.842806, 2.000000, 0.157194, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.805994, 2.000000, 0.194006, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.805994, 2.000000, 0.194006, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.810325, 2.000000, 0.189675, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.855799, 2.000000, 0.144201, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.892612, 2.000000, 0.107388, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.883950, 2.000000, 0.116050, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.907770, 2.000000, 0.092230, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.870957, 2.000000, 0.129043, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.825483, 2.000000, 0.174517, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.827648, 2.000000, 0.172352, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.814655, 2.000000, 0.185345, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.827648, 1.620000, -0.207648, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.827648, 1.620000, -0.207648, 0.000000, 20.985058
VELOCITY (st, cv, dv, e, t, b): 2, 1.834145, 1.620000, -0.214145, 0.000000, 20.993564
VELOCITY (st, cv, dv, e, t, b): 2, 1.827648, 1.620000, -0.207648, 0.000000, 21.504595
VELOCITY (st, cv, dv, e, t, b): 1, 1.777843, 2.000000, 0.222157, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.782174, 2.000000, 0.217826, 4.936800, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.773512, 2.000000, 0.226488, 4.844163, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.805994, 2.000000, 0.194006, 5.258171, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.825483, 2.000000, 0.174517, 4.729158, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.849303, 2.000000, 0.150697, 4.374914, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.827648, 2.000000, 0.172352, 3.835025, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.823317, 2.000000, 0.176683, 4.455740, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.818986, 2.000000, 0.181014, 4.605923, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.801663, 2.000000, 0.198337, 4.745658, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.801663, 2.000000, 0.198337, 5.207568, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.777843, 2.000000, 0.222157, 5.132616, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.771346, 2.000000, 0.228654, 5.599686, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.805994, 2.000000, 0.194006, 5.743931, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.816821, 2.000000, 0.183179, 5.021896, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.851468, 2.000000, 0.148532, 5.022728, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.870957, 2.000000, 0.129043, 4.462600, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.864461, 2.000000, 0.135539, 4.114092, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.805994, 2.000000, 0.194006, 4.069511, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.801663, 2.000000, 0.198337, 5.549477, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.793001, 2.000000, 0.206999, 5.726712, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.827648, 2.000000, 0.172352, 5.910082, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.864461, 2.000000, 0.135539, 5.253283, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.907770, 2.000000, 0.092230, 4.585412, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.914267, 2.000000, 0.085733, 3.965024, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.873123, 2.000000, 0.126877, 3.872682, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.842806, 2.000000, 0.157194, 4.773056, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.840641, 2.000000, 0.159359, 5.553626, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.877454, 2.000000, 0.122546, 5.448990, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.883950, 2.000000, 0.116050, 4.776438, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.883950, 2.000000, 0.116050, 4.652449, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.914267, 2.000000, 0.085733, 4.912872, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.940252, 2.000000, 0.059748, 4.352538, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.957576, 2.000000, 0.042424, 3.859997, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.981396, 2.000000, 0.018604, 3.563270, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.944583, 2.000000, 0.055417, 2.796386, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.912101, 2.000000, 0.087899, 3.540658, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.909936, 2.000000, 0.090064, 4.184243, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.883950, 2.000000, 0.116050, 4.185244, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.886116, 2.000000, 0.113884, 4.945037, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.888281, 2.000000, 0.111719, 4.941209, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.912101, 2.000000, 0.087899, 4.921408, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.948914, 2.000000, 0.051086, 4.513857, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.957576, 2.000000, 0.042424, 3.652692, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.000885, 2.000000, -0.000885, 3.308796, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.987892, 2.000000, 0.012108, 2.493474, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.981396, 2.000000, 0.018604, 2.776663, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.964072, 2.000000, 0.035928, 2.824833, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.929425, 2.000000, 0.070575, 3.297255, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.907770, 2.000000, 0.092230, 4.010558, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.881785, 2.000000, 0.118215, 4.449616, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.879619, 2.000000, 0.120381, 5.117903, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.927259, 2.000000, 0.072741, 4.890018, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.037698, 2.000000, -0.037698, 3.990844, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.059352, 2.000000, -0.059352, 1.506341, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.083173, 2.000000, -0.083173, 1.075426, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.033367, 2.000000, -0.033367, 1.043305, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.946749, 2.000000, 0.053251, 2.022786, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.890447, 2.000000, 0.109553, 3.907227, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.875288, 2.000000, 0.124712, 5.254884, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.879619, 2.000000, 0.120381, 5.502018, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.994389, 2.000000, 0.005611, 5.310805, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.059352, 2.000000, -0.059352, 2.842356, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.089669, 2.000000, -0.089669, 1.257254, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.094000, 2.000000, -0.094000, 0.766155, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.085338, 2.000000, -0.085338, 0.660590, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.031201, 2.000000, -0.031201, 0.633410, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.998720, 2.000000, 0.001280, 1.824321, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.899108, 2.000000, 0.100892, 2.837232, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.881785, 2.000000, 0.118215, 4.781887, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.935921, 2.000000, 0.064079, 5.356377, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.972734, 2.000000, 0.027266, 4.174860, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.037698, 2.000000, -0.037698, 3.278985, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.018209, 2.000000, -0.018209, 1.995916, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 2.013878, 2.000000, -0.013878, 2.448586, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.985727, 2.000000, 0.014273, 2.419201, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.966238, 2.000000, 0.033762, 2.950865, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.940252, 2.000000, 0.059748, 3.360708, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.912101, 2.000000, 0.087899, 3.894024, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.857965, 2.000000, 0.142035, 4.277794, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.853634, 2.000000, 0.146366, 5.116253, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.857965, 1.458000, -0.399965, 5.074928, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.951079, 1.458000, -0.493079, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.983561, 1.458000, -0.525561, 0.000000, 41.060907
VELOCITY (st, cv, dv, e, t, b): 2, 2.011712, 1.458000, -0.553712, 0.000000, 42.500858
VELOCITY (st, cv, dv, e, t, b): 2, 1.985727, 1.458000, -0.527727, 0.000000, 43.665239
VELOCITY (st, cv, dv, e, t, b): 2, 1.951079, 2.000000, 0.048921, 0.000000, 45.804484
VELOCITY (st, cv, dv, e, t, b): 2, 1.914267, 2.000000, 0.085733, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.816821, 2.000000, 0.183179, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.810325, 2.000000, 0.189675, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.810325, 2.000000, 0.189675, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.808159, 2.000000, 0.191841, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.827648, 2.000000, 0.172352, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.851468, 2.000000, 0.148532, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.881785, 2.000000, 0.118215, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.912101, 2.000000, 0.087899, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.914267, 2.000000, 0.085733, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 2, 1.879619, 2.000000, 0.120381, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.767015, 2.000000, 0.232985, 0.000000, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.723706, 2.000000, 0.276294, 5.648853, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.723706, 2.000000, 0.276294, 6.390159, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.812490, 1.993706, 0.181216, 6.355959, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.842806, 1.993706, 0.150900, 4.294385, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.890447, 1.993706, 0.103260, 3.845923, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.916432, 1.993706, 0.077274, 3.044338, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.888281, 2.000000, 0.111719, 2.580989, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.875288, 2.000000, 0.124712, 3.395456, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.808159, 2.000000, 0.191841, 3.426339, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.795166, 2.000000, 0.204834, 4.571159, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.771346, 2.000000, 0.228654, 4.902220, 17.000000
VELOCITY (st, cv, dv, e, t, b): 1, 1.793001, 2.000000, 0.206999, 5.564728, 17.000000
