timestamp 1655590017.270856, v 0.000000, i 0, n 0
timestamp 1655590287.722760, v 5.548330, i 3, n 116
timestamp 1655590287.747928, v 5.539647, i 2, n 116
timestamp 1655590287.772975, v 5.539706, i 3, n 116
timestamp 1655590287.798024, v 5.509354, i 2, n 115
timestamp 1655590287.823131, v 5.509588, i 3, n 115
timestamp 1655590287.848244, v 5.522329, i 2, n 116
timestamp 1655590287.873236, v 5.522488, i 3, n 116
timestamp 1655590287.898259, v 5.512178, i 2, n 116
timestamp 1655590287.923302, v 5.512393, i 3, n 116
timestamp 1655590287.948376, v 5.518017, i 2, n 115
timestamp 1655590287.973431, v 5.518201, i 3, n 115
timestamp 1655590287.998430, v 5.520884, i 2, n 116
timestamp 1655590288.023464, v 5.521051, i 3, n 116
timestamp 1655590288.048666, v 5.542540, i 2, n 116
timestamp 1655590288.073550, v 5.542582, i 3, n 116
timestamp 1655590288.098663, v 5.550000, i 2, n 115
timestamp 1655590288.123669, v 5.550000, i 3, n 115
timestamp 1655590288.148775, v 5.546878, i 2, n 115
timestamp 1655590288.173780, v 5.546896, i 3, n 115
timestamp 1655590288.198927, v 5.525195, i 2, n 116
timestamp 1655590288.223894, v 5.525336, i 3, n 116
timestamp 1655590288.248951, v 5.473241, i 3, n 117
timestamp 1655590288.273996, v 5.473681, i 4, n 117
timestamp 1655590288.304001, v 5.490537, i 2, n 116
timestamp 1655590288.329238, v 5.491440, i 1, n 116
timestamp 1655590288.354246, v 5.492112, i 3, n 116
timestamp 1655590288.379250, v 5.492448, i 4, n 116
timestamp 1655590288.404321, v 5.518028, i 2, n 115
timestamp 1655590288.429323, v 5.518212, i 3, n 115
timestamp 1655590288.454389, v 5.550000, i 2, n 117
timestamp 1655590288.479443, v 5.550000, i 3, n 117
timestamp 1655590288.504480, v 5.550000, i 3, n 117
timestamp 1655590288.529550, v 5.550000, i 4, n 117
timestamp 1655590288.554581, v 5.550000, i 2, n 116
timestamp 1655590288.579683, v 5.550000, i 1, n 116
timestamp 1655590288.604745, v 5.550000, i 2, n 116
timestamp 1655590288.629898, v 5.550000, i 1, n 117
timestamp 1655590288.655016, v 5.550000, i 2, n 117
timestamp 1655590288.680096, v 5.550000, i 3, n 117
timestamp 1655590288.705254, v 5.526756, i 3, n 116
timestamp 1655590288.730386, v 5.474223, i 1, n 116
timestamp 1655590288.755405, v 5.474654, i 2, n 116
timestamp 1655590288.780376, v 5.475084, i 3, n 116
timestamp 1655590288.805474, v 5.493378, i 2, n 116
timestamp 1655590288.830493, v 5.484466, i 1, n 115
timestamp 1655590288.855576, v 5.484842, i 2, n 115
timestamp 1655590288.880656, v 5.491684, i 1, n 116
timestamp 1655590288.905601, v 5.492016, i 2, n 116
timestamp 1655590288.930625, v 5.479988, i 1, n 116
timestamp 1655590288.955672, v 5.480384, i 2, n 116
timestamp 1655590288.980750, v 5.490277, i 1, n 115
timestamp 1655590289.005788, v 5.490619, i 2, n 115
timestamp 1655590289.030780, v 5.490962, i 3, n 115
timestamp 1655590289.055895, v 5.550000, i 2, n 115
timestamp 1655590289.080866, v 5.550000, i 1, n 116
timestamp 1655590289.105934, v 5.550000, i 2, n 116
timestamp 1655590289.130942, v 5.550000, i 3, n 116
timestamp 1655590289.156144, v 5.550000, i 2, n 116
timestamp 1655590289.181042, v 5.550000, i 1, n 116
timestamp 1655590289.206156, v 5.550000, i 2, n 116
timestamp 1655590289.231143, v 5.550000, i 3, n 116
timestamp 1655590289.261201, v 5.479145, i 3, n 117
timestamp 1655590289.286213, v 5.390949, i 1, n 117
timestamp 1655590289.311230, v 5.391832, i 2, n 117
timestamp 1655590289.336284, v 5.373777, i 1, n 116
timestamp 1655590289.361296, v 5.375761, i 3, n 116
timestamp 1655590289.386252, v 5.383251, i 1, n 114
timestamp 1655590289.411278, v 5.385195, i 3, n 114
timestamp 1655590289.436338, v 5.388903, i 1, n 115
timestamp 1655590289.461355, v 5.389835, i 2, n 115
timestamp 1655590289.486456, v 5.439645, i 1, n 115
timestamp 1655590289.511486, v 5.440285, i 2, n 115
timestamp 1655590289.536559, v 5.442445, i 1, n 115
timestamp 1655590289.561535, v 5.443683, i 3, n 115
timestamp 1655590289.586764, v 5.481586, i 1, n 115
timestamp 1655590289.611778, v 5.481979, i 2, n 115
timestamp 1655590289.636879, v 5.497506, i 2, n 116
timestamp 1655590289.661877, v 5.497806, i 3, n 116
timestamp 1655590289.686948, v 5.509081, i 1, n 116
timestamp 1655590289.712066, v 5.509546, i 3, n 116
timestamp 1655590289.737193, v 5.478469, i 1, n 117
timestamp 1655590289.762174, v 5.478871, i 2, n 117
timestamp 1655590289.787296, v 5.469889, i 2, n 117
timestamp 1655590289.812364, v 5.470345, i 3, n 117
timestamp 1655590289.837546, v 5.443909, i 2, n 116
timestamp 1655590289.862513, v 5.444520, i 3, n 116
timestamp 1655590289.887602, v 5.449604, i 2, n 116
timestamp 1655590289.912594, v 5.450178, i 3, n 116
timestamp 1655590289.937755, v 5.442238, i 2, n 117
timestamp 1655590289.962602, v 5.442849, i 3, n 117
timestamp 1655590289.987744, v 5.449695, i 2, n 116
timestamp 1655590290.012798, v 5.450273, i 3, n 116
timestamp 1655590290.038034, v 5.443797, i 1, n 115
timestamp 1655590290.062951, v 5.444404, i 2, n 115
timestamp 1655590290.088203, v 5.452418, i 1, n 116
timestamp 1655590290.113180, v 5.453526, i 3, n 116
timestamp 1655590290.138253, v 5.443906, i 1, n 115
timestamp 1655590290.163236, v 5.445128, i 3, n 115
timestamp 1655590290.188329, v 5.435060, i 1, n 116
timestamp 1655590290.213242, v 5.435715, i 2, n 116
timestamp 1655590290.238327, v 5.459960, i 1, n 115
timestamp 1655590290.263294, v 5.461006, i 3, n 115
timestamp 1655590290.288484, v 5.477305, i 1, n 115
timestamp 1655590290.313474, v 5.477726, i 2, n 115
timestamp 1655590290.338598, v 5.471386, i 1, n 115
timestamp 1655590290.363645, v 5.471836, i 2, n 115
timestamp 1655590290.388684, v 5.478617, i 1, n 116
timestamp 1655590290.413739, v 5.479431, i 3, n 116
timestamp 1655590290.438911, v 5.459642, i 1, n 116
timestamp 1655590290.463983, v 5.460664, i 3, n 116
timestamp 1655590290.489011, v 5.445279, i 1, n 115
timestamp 1655590290.514136, v 5.446478, i 3, n 115
timestamp 1655590290.539293, v 5.425123, i 1, n 115
timestamp 1655590290.564251, v 5.426568, i 3, n 115
timestamp 1655590290.589322, v 5.466164, i 2, n 115
timestamp 1655590290.614397, v 5.466651, i 3, n 115
timestamp 1655590290.639426, v 5.494648, i 1, n 115
timestamp 1655590290.664483, v 5.495285, i 3, n 115
timestamp 1655590290.689523, v 5.502145, i 2, n 115
timestamp 1655590290.714546, v 5.502420, i 3, n 115
timestamp 1655590290.739545, v 5.484761, i 2, n 116
timestamp 1655590290.764572, v 5.485134, i 3, n 116
timestamp 1655590290.789628, v 5.479961, i 1, n 116
timestamp 1655590290.814564, v 5.480751, i 3, n 116
timestamp 1655590290.839746, v 5.471373, i 2, n 117
timestamp 1655590290.864706, v 5.471822, i 3, n 117
timestamp 1655590290.889794, v 5.472761, i 2, n 117
timestamp 1655590290.914835, v 5.473200, i 3, n 117
timestamp 1655590290.939918, v 5.472882, i 1, n 115
timestamp 1655590290.964930, v 5.473769, i 3, n 115
timestamp 1655590290.990057, v 5.480094, i 1, n 115
timestamp 1655590291.015049, v 5.480894, i 3, n 115
timestamp 1655590291.040115, v 5.484765, i 2, n 116
timestamp 1655590291.065127, v 5.485138, i 3, n 116
timestamp 1655590291.090269, v 5.490489, i 2, n 116
timestamp 1655590291.115274, v 5.490827, i 3, n 116
timestamp 1655590291.140525, v 5.490290, i 1, n 115
timestamp 1655590291.165576, v 5.490976, i 3, n 115
timestamp 1655590291.190749, v 5.487688, i 2, n 116
timestamp 1655590291.215882, v 5.488045, i 3, n 116
timestamp 1655590291.240887, v 5.472712, i 1, n 116
timestamp 1655590291.265947, v 5.473585, i 3, n 116
timestamp 1655590291.290980, v 5.489174, i 2, n 115
timestamp 1655590291.315979, v 5.489525, i 3, n 115
timestamp 1655590291.340995, v 5.509120, i 1, n 115
timestamp 1655590291.366050, v 5.509588, i 3, n 115
timestamp 1655590291.391135, v 5.500645, i 2, n 116
timestamp 1655590291.416256, v 5.500927, i 3, n 116
timestamp 1655590291.441289, v 5.509278, i 2, n 116
timestamp 1655590291.466336, v 5.509509, i 3, n 116
timestamp 1655590291.491367, v 5.483358, i 2, n 116
timestamp 1655590291.516391, v 5.483741, i 3, n 116
timestamp 1655590291.541402, v 5.484123, i 4, n 116
timestamp 1655590291.566415, v 5.484506, i 5, n 116
timestamp 1655590291.591425, v 5.497862, i 5, n 114
timestamp 1655590291.616479, v 5.468240, i 3, n 115
timestamp 1655590291.641524, v 5.480484, i 2, n 115
timestamp 1655590291.666513, v 5.480883, i 3, n 115
timestamp 1655590291.691677, v 5.480424, i 2, n 116
timestamp 1655590291.716739, v 5.480821, i 3, n 116
timestamp 1655590291.741847, v 5.496131, i 1, n 115
timestamp 1655590291.767010, v 5.496754, i 3, n 115
timestamp 1655590291.792163, v 5.460257, i 2, n 116
timestamp 1655590291.817299, v 5.460772, i 3, n 116
timestamp 1655590291.842394, v 5.481879, i 2, n 116
timestamp 1655590291.867462, v 5.482269, i 3, n 116
timestamp 1655590291.892485, v 5.486178, i 2, n 116
timestamp 1655590291.917680, v 5.486542, i 3, n 116
timestamp 1655590291.942853, v 5.474300, i 1, n 115
timestamp 1655590291.967957, v 5.475167, i 3, n 115
timestamp 1655590291.993072, v 5.505011, i 2, n 116
timestamp 1655590292.018170, v 5.505269, i 3, n 116
timestamp 1655590292.043177, v 5.493391, i 2, n 116
timestamp 1655590292.068244, v 5.493713, i 3, n 116
timestamp 1655590292.093232, v 5.496402, i 2, n 115
timestamp 1655590292.118299, v 5.496711, i 3, n 115
timestamp 1655590292.143253, v 5.481885, i 2, n 116
timestamp 1655590292.168415, v 5.482275, i 3, n 116
timestamp 1655590292.193465, v 5.499195, i 2, n 116
timestamp 1655590292.218520, v 5.499485, i 3, n 116
timestamp 1655590292.243571, v 5.484681, i 2, n 116
timestamp 1655590292.268630, v 5.485051, i 3, n 116
timestamp 1655590292.293695, v 5.484812, i 2, n 116
timestamp 1655590292.318718, v 5.485186, i 3, n 116
timestamp 1655590292.343710, v 5.503554, i 2, n 116
timestamp 1655590292.368766, v 5.503820, i 3, n 116
timestamp 1655590292.393797, v 5.500607, i 2, n 116
timestamp 1655590292.418997, v 5.500887, i 3, n 116
timestamp 1655590292.443968, v 5.497826, i 2, n 115
timestamp 1655590292.469094, v 5.498127, i 3, n 115
timestamp 1655590292.494153, v 5.481863, i 2, n 116
timestamp 1655590292.519279, v 5.482252, i 3, n 116
timestamp 1655590292.544360, v 5.483442, i 2, n 115
timestamp 1655590292.569476, v 5.483827, i 3, n 115
timestamp 1655590292.594646, v 5.487730, i 2, n 115
timestamp 1655590292.619708, v 5.488089, i 3, n 115
timestamp 1655590292.644831, v 5.513680, i 2, n 116
timestamp 1655590292.669800, v 5.513888, i 3, n 116
timestamp 1655590292.694867, v 5.515084, i 2, n 116
timestamp 1655590292.719921, v 5.515283, i 3, n 116
timestamp 1655590292.745068, v 5.535309, i 2, n 116
timestamp 1655590292.770099, v 5.535392, i 3, n 116
timestamp 1655590292.795211, v 5.513687, i 3, n 116
timestamp 1655590292.820246, v 5.513896, i 4, n 116
timestamp 1655590292.845424, v 5.517989, i 2, n 116
timestamp 1655590292.870563, v 5.518172, i 3, n 116
timestamp 1655590292.895735, v 5.499154, i 2, n 116
timestamp 1655590292.920779, v 5.499442, i 3, n 116
timestamp 1655590292.945935, v 5.512243, i 2, n 115
timestamp 1655590292.970920, v 5.512461, i 3, n 115
timestamp 1655590292.996043, v 5.504987, i 2, n 116
timestamp 1655590293.021032, v 5.505244, i 3, n 116
timestamp 1655590293.046311, v 5.533870, i 2, n 116
timestamp 1655590293.071221, v 5.533962, i 3, n 116
timestamp 1655590293.096450, v 5.513696, i 2, n 115
timestamp 1655590293.121297, v 5.513905, i 3, n 115
timestamp 1655590293.146317, v 5.513669, i 2, n 116
timestamp 1655590293.171377, v 5.507381, i 1, n 117
timestamp 1655590293.196798, v 5.507861, i 3, n 117
timestamp 1655590293.221881, v 5.508101, i 4, n 117
timestamp 1655590293.246857, v 5.502161, i 2, n 115
timestamp 1655590293.271998, v 5.502437, i 3, n 115
timestamp 1655590293.297086, v 5.528119, i 2, n 115
timestamp 1655590293.322193, v 5.528245, i 3, n 115
timestamp 1655590293.347250, v 5.517990, i 2, n 116
timestamp 1655590293.372256, v 5.518173, i 3, n 116
timestamp 1655590293.397432, v 5.542559, i 2, n 115
timestamp 1655590293.422426, v 5.542602, i 3, n 115
timestamp 1655590293.447652, v 5.550000, i 2, n 116
timestamp 1655590293.472631, v 5.550000, i 3, n 116
timestamp 1655590293.497748, v 5.550000, i 2, n 117
timestamp 1655590293.522689, v 5.550000, i 3, n 117
timestamp 1655590293.547716, v 5.536764, i 2, n 116
timestamp 1655590293.572860, v 5.536840, i 3, n 116
timestamp 1655590293.598015, v 5.550000, i 2, n 116
timestamp 1655590293.622972, v 5.550000, i 3, n 116
timestamp 1655590293.648106, v 5.550000, i 2, n 117
timestamp 1655590293.673180, v 5.550000, i 3, n 117
timestamp 1655590293.698313, v 5.550000, i 2, n 116
timestamp 1655590293.723384, v 5.550000, i 1, n 116
timestamp 1655590293.748428, v 5.550000, i 2, n 116
timestamp 1655590293.773488, v 5.550000, i 3, n 116
timestamp 1655590293.803428, v 5.550000, i 2, n 116
timestamp 1655590293.828531, v 5.550000, i 1, n 116
timestamp 1655590293.853558, v 5.550000, i 2, n 116
timestamp 1655590293.878578, v 5.550000, i 1, n 116
timestamp 1655590293.903522, v 5.550000, i 2, n 116
timestamp 1655590293.928656, v 5.546855, i 1, n 116
timestamp 1655590293.953760, v 5.546873, i 2, n 116
timestamp 1655590293.978925, v 5.550000, i 1, n 115
timestamp 1655590294.003936, v 5.550000, i 2, n 115
timestamp 1655590294.033942, v 5.550000, i 1, n 116
timestamp 1655590294.063947, v 5.550000, i 3, n 116
timestamp 1655590294.089007, v 5.550000, i 2, n 116
timestamp 1655590294.114068, v 5.550000, i 3, n 116
timestamp 1655590294.139148, v 5.548317, i 2, n 116
timestamp 1655590294.164213, v 5.548327, i 3, n 116
timestamp 1655590294.189301, v 5.550000, i 2, n 116
timestamp 1655590294.214383, v 5.550000, i 3, n 116
timestamp 1655590294.239422, v 5.539646, i 2, n 116
timestamp 1655590294.264504, v 5.539705, i 3, n 116
timestamp 1655590294.289511, v 5.531003, i 2, n 115
timestamp 1655590294.314554, v 5.531113, i 3, n 115
timestamp 1655590294.339554, v 5.545432, i 2, n 116
timestamp 1655590294.364638, v 5.545458, i 3, n 116
timestamp 1655590294.389836, v 5.536757, i 2, n 116
timestamp 1655590294.414770, v 5.536832, i 3, n 116
timestamp 1655590294.439868, v 5.542550, i 2, n 115
timestamp 1655590294.464815, v 5.542593, i 3, n 115
timestamp 1655590294.489884, v 5.549764, i 2, n 116
timestamp 1655590294.514917, v 5.549766, i 3, n 116
timestamp 1655590294.539972, v 5.541098, i 2, n 116
timestamp 1655590294.564882, v 5.541149, i 3, n 116
timestamp 1655590294.589907, v 5.539646, i 2, n 116
timestamp 1655590294.619875, v 5.539705, i 3, n 116
timestamp 1655590294.645054, v 5.550000, i 2, n 115
timestamp 1655590294.670131, v 5.550000, i 3, n 115
timestamp 1655590294.695249, v 5.550000, i 2, n 116
timestamp 1655590294.720305, v 5.550000, i 3, n 116
timestamp 1655590294.745403, v 5.550000, i 2, n 116
timestamp 1655590294.770434, v 5.550000, i 3, n 116
timestamp 1655590294.795674, v 5.550000, i 2, n 115
timestamp 1655590294.820616, v 5.550000, i 3, n 115
timestamp 1655590294.845712, v 5.550000, i 2, n 115
timestamp 1655590294.870790, v 5.550000, i 3, n 115
timestamp 1655590294.895827, v 5.550000, i 2, n 116
timestamp 1655590294.920975, v 5.550000, i 3, n 116
timestamp 1655590294.946200, v 5.550000, i 2, n 116
timestamp 1655590294.971027, v 5.550000, i 3, n 116
timestamp 1655590294.996069, v 5.550000, i 2, n 115
timestamp 1655590295.021132, v 5.550000, i 3, n 115
timestamp 1655590295.046228, v 5.550000, i 2, n 116
timestamp 1655590295.071164, v 5.550000, i 3, n 116
timestamp 1655590295.096209, v 5.550000, i 2, n 116
timestamp 1655590295.121219, v 5.550000, i 3, n 116
timestamp 1655590295.146375, v 5.550000, i 2, n 115
timestamp 1655590295.171308, v 5.550000, i 3, n 115
timestamp 1655590295.196465, v 5.550000, i 2, n 116
timestamp 1655590295.221366, v 5.542499, i 2, n 117
timestamp 1655590295.246425, v 5.542542, i 3, n 117
timestamp 1655590295.271393, v 5.550000, i 2, n 116
timestamp 1655590295.296554, v 5.550000, i 3, n 116
timestamp 1655590295.321475, v 5.550000, i 4, n 116
timestamp 1655590295.346625, v 5.545424, i 2, n 116
timestamp 1655590295.371507, v 5.520706, i 2, n 117
timestamp 1655590295.396624, v 5.520872, i 3, n 117
timestamp 1655590295.421604, v 5.516316, i 2, n 117
timestamp 1655590295.446618, v 5.516505, i 3, n 117
timestamp 1655590295.471764, v 5.516695, i 4, n 117
timestamp 1655590295.496792, v 5.517928, i 2, n 117
timestamp 1655590295.522059, v 5.518108, i 3, n 117
timestamp 1655590295.546985, v 5.529553, i 2, n 116
timestamp 1655590295.571986, v 5.529670, i 3, n 116
timestamp 1655590295.597041, v 5.533864, i 2, n 116
timestamp 1655590295.622056, v 5.533956, i 3, n 116
timestamp 1655590295.647077, v 5.497809, i 2, n 115
timestamp 1655590295.672064, v 5.498109, i 3, n 115
timestamp 1655590295.697287, v 5.500660, i 2, n 116
timestamp 1655590295.722266, v 5.500942, i 3, n 116
timestamp 1655590295.747400, v 5.491940, i 2, n 116
timestamp 1655590295.772389, v 5.492269, i 3, n 116
timestamp 1655590295.797667, v 5.486243, i 2, n 116
timestamp 1655590295.822631, v 5.486975, i 4, n 116
timestamp 1655590295.847876, v 5.510791, i 2, n 116
timestamp 1655590295.872926, v 5.511241, i 4, n 116
timestamp 1655590295.897969, v 5.526653, i 2, n 116
timestamp 1655590295.923111, v 5.526920, i 4, n 116
timestamp 1655590295.948071, v 5.531082, i 3, n 116
timestamp 1655590295.973083, v 5.531190, i 4, n 116
timestamp 1655590295.998150, v 5.502004, i 2, n 117
timestamp 1655590296.023202, v 5.502544, i 4, n 117
timestamp 1655590296.048296, v 5.503539, i 2, n 116
timestamp 1655590296.073385, v 5.504070, i 4, n 116
timestamp 1655590296.098461, v 5.509293, i 2, n 116
timestamp 1655590296.123569, v 5.509756, i 4, n 116
timestamp 1655590296.148604, v 5.507924, i 2, n 115
timestamp 1655590296.173711, v 5.508166, i 3, n 115
timestamp 1655590296.198696, v 5.486194, i 2, n 116
timestamp 1655590296.223846, v 5.513514, i 1, n 115
timestamp 1655590296.248984, v 5.513725, i 2, n 115
timestamp 1655590296.274150, v 5.513935, i 3, n 115
timestamp 1655590296.299122, v 5.520920, i 2, n 115
timestamp 1655590296.324118, v 5.521256, i 4, n 115
timestamp 1655590296.349204, v 5.528115, i 2, n 115
timestamp 1655590296.374220, v 5.528367, i 4, n 115
timestamp 1655590296.399254, v 5.536764, i 2, n 116
timestamp 1655590296.424398, v 5.536915, i 4, n 116
timestamp 1655590296.449551, v 5.507951, i 2, n 115
timestamp 1655590296.474489, v 5.516383, i 1, n 115
timestamp 1655590296.499508, v 5.516576, i 2, n 115
timestamp 1655590296.524507, v 5.516768, i 3, n 115
timestamp 1655590296.549549, v 5.507873, i 2, n 116
timestamp 1655590296.574558, v 5.508354, i 4, n 116
timestamp 1655590296.599685, v 5.509399, i 2, n 115
timestamp 1655590296.624684, v 5.509870, i 4, n 115
timestamp 1655590296.649828, v 5.500991, i 3, n 115
timestamp 1655590296.674749, v 5.533793, i 1, n 116
timestamp 1655590296.699839, v 5.533886, i 2, n 116
timestamp 1655590296.724798, v 5.526518, i 1, n 116
timestamp 1655590296.749779, v 5.526651, i 2, n 116
timestamp 1655590296.774880, v 5.507586, i 1, n 116
timestamp 1655590296.799941, v 5.507825, i 2, n 116
timestamp 1655590296.825088, v 5.508064, i 3, n 116
timestamp 1655590296.850123, v 5.500691, i 2, n 115
timestamp 1655590296.875250, v 5.504727, i 1, n 116
timestamp 1655590296.900250, v 5.504984, i 2, n 116
timestamp 1655590296.925351, v 5.484490, i 1, n 115
timestamp 1655590296.950408, v 5.484867, i 2, n 115
timestamp 1655590296.975404, v 5.506223, i 1, n 115
timestamp 1655590297.000531, v 5.506473, i 2, n 115
timestamp 1655590297.025544, v 5.513449, i 1, n 116
timestamp 1655590297.050461, v 5.513657, i 2, n 116
timestamp 1655590297.075444, v 5.514073, i 4, n 116
timestamp 1655590297.100521, v 5.513738, i 2, n 115
timestamp 1655590297.125581, v 5.520754, i 1, n 115
timestamp 1655590297.150593, v 5.520922, i 2, n 115
timestamp 1655590297.175829, v 5.493113, i 2, n 117
timestamp 1655590297.200772, v 5.493437, i 3, n 117
timestamp 1655590297.225968, v 5.501922, i 1, n 115
timestamp 1655590297.250938, v 5.502200, i 2, n 115
timestamp 1655590297.276007, v 5.496047, i 1, n 116
timestamp 1655590297.300921, v 5.496355, i 2, n 116
timestamp 1655590297.326009, v 5.526538, i 1, n 115
timestamp 1655590297.355944, v 5.526806, i 3, n 115
timestamp 1655590297.381068, v 5.488890, i 1, n 115
timestamp 1655590297.406021, v 5.489597, i 3, n 115
timestamp 1655590297.431091, v 5.484483, i 1, n 115
timestamp 1655590297.461018, v 5.485236, i 3, n 115
timestamp 1655590297.486001, v 5.451535, i 2, n 116
timestamp 1655590297.511088, v 5.452097, i 3, n 116
timestamp 1655590297.536138, v 5.480404, i 2, n 116
timestamp 1655590297.561118, v 5.480801, i 3, n 116
timestamp 1655590297.586195, v 5.474756, i 2, n 115
timestamp 1655590297.611258, v 5.475190, i 3, n 115
timestamp 1655590297.636313, v 5.509376, i 2, n 115
timestamp 1655590297.661348, v 5.509610, i 3, n 115
timestamp 1655590297.686428, v 5.539664, i 2, n 115
timestamp 1655590297.711548, v 5.539724, i 3, n 115
timestamp 1655590297.736554, v 5.526709, i 2, n 115
timestamp 1655590297.761568, v 5.526845, i 3, n 115
timestamp 1655590297.786599, v 5.549764, i 2, n 116
timestamp 1655590297.811579, v 5.549765, i 3, n 116
timestamp 1655590297.836725, v 5.550000, i 2, n 116
timestamp 1655590297.861816, v 5.550000, i 3, n 116
timestamp 1655590297.886935, v 5.529542, i 2, n 116
timestamp 1655590297.911938, v 5.529659, i 3, n 116
timestamp 1655590297.937052, v 5.512166, i 2, n 116
timestamp 1655590297.962132, v 5.512380, i 3, n 116
timestamp 1655590297.987258, v 5.477567, i 2, n 116
timestamp 1655590298.012270, v 5.477983, i 3, n 116
timestamp 1655590298.037327, v 5.471955, i 2, n 115
timestamp 1655590298.062397, v 5.472410, i 3, n 115
timestamp 1655590298.087447, v 5.448746, i 2, n 115
timestamp 1655590298.112551, v 5.449329, i 3, n 115
timestamp 1655590298.137671, v 5.489150, i 2, n 115
timestamp 1655590298.162686, v 5.489500, i 3, n 115
timestamp 1655590298.187897, v 5.509324, i 2, n 116
timestamp 1655590298.212913, v 5.509557, i 3, n 116
timestamp 1655590298.237986, v 5.515182, i 2, n 115
timestamp 1655590298.263031, v 5.515385, i 3, n 115
timestamp 1655590298.288182, v 5.512167, i 2, n 116
timestamp 1655590298.313243, v 5.512382, i 3, n 116
timestamp 1655590298.338407, v 5.546854, i 2, n 117
timestamp 1655590298.363290, v 5.546889, i 4, n 117
timestamp 1655590298.388430, v 5.541128, i 2, n 114
timestamp 1655590298.413340, v 5.541180, i 3, n 114
timestamp 1655590298.438462, v 5.509057, i 2, n 117
timestamp 1655590298.463555, v 5.509519, i 4, n 117
timestamp 1655590298.488706, v 5.481722, i 3, n 118
timestamp 1655590298.513739, v 5.482105, i 4, n 118
timestamp 1655590298.538913, v 5.474609, i 3, n 117
timestamp 1655590298.563905, v 5.475038, i 4, n 117
timestamp 1655590298.589074, v 5.466094, i 2, n 115
timestamp 1655590298.614048, v 5.466579, i 3, n 115
timestamp 1655590298.639410, v 5.439366, i 2, n 117
timestamp 1655590298.664310, v 5.440624, i 4, n 117
timestamp 1655590298.689546, v 5.476097, i 2, n 116
timestamp 1655590298.714497, v 5.476520, i 3, n 116
timestamp 1655590298.739653, v 5.490663, i 2, n 115
timestamp 1655590298.764692, v 5.491008, i 3, n 115
timestamp 1655590298.789788, v 5.484839, i 3, n 116
timestamp 1655590298.814665, v 5.485215, i 4, n 116
timestamp 1655590298.839920, v 5.480452, i 2, n 116
timestamp 1655590298.864858, v 5.480850, i 3, n 116
timestamp 1655590298.890058, v 5.493415, i 2, n 116
timestamp 1655590298.915066, v 5.493738, i 3, n 116
timestamp 1655590298.940174, v 5.487564, i 2, n 116
timestamp 1655590298.965096, v 5.487917, i 3, n 116
timestamp 1655590298.990278, v 5.502139, i 2, n 115
timestamp 1655590299.015193, v 5.502414, i 3, n 115
timestamp 1655590299.040276, v 5.509335, i 2, n 116
timestamp 1655590299.065324, v 5.509568, i 3, n 116
timestamp 1655590299.090434, v 5.500611, i 2, n 116
timestamp 1655590299.115500, v 5.501172, i 4, n 116
timestamp 1655590299.140545, v 5.519482, i 2, n 115
timestamp 1655590299.165608, v 5.519658, i 3, n 115
timestamp 1655590299.190670, v 5.510789, i 2, n 116
timestamp 1655590299.215828, v 5.511014, i 3, n 116
timestamp 1655590299.240861, v 5.471911, i 2, n 115
timestamp 1655590299.265955, v 5.472364, i 3, n 115
timestamp 1655590299.291105, v 5.477634, i 2, n 115
timestamp 1655590299.316226, v 5.478052, i 3, n 115
timestamp 1655590299.341298, v 5.479015, i 2, n 116
timestamp 1655590299.366327, v 5.479828, i 4, n 116
timestamp 1655590299.391523, v 5.484928, i 2, n 115
timestamp 1655590299.416297, v 5.485307, i 3, n 115
timestamp 1655590299.441442, v 5.480534, i 2, n 115
timestamp 1655590299.466504, v 5.480935, i 3, n 115
timestamp 1655590299.491680, v 5.512255, i 2, n 115
timestamp 1655590299.516694, v 5.512472, i 3, n 115
timestamp 1655590299.541934, v 5.503557, i 2, n 116
timestamp 1655590299.566876, v 5.503823, i 3, n 116
timestamp 1655590299.592005, v 5.507869, i 2, n 116
timestamp 1655590299.616967, v 5.508109, i 3, n 116
timestamp 1655590299.642089, v 5.504940, i 2, n 116
timestamp 1655590299.667059, v 5.505196, i 3, n 116
timestamp 1655590299.692152, v 5.490556, i 2, n 116
timestamp 1655590299.717115, v 5.490897, i 3, n 116
timestamp 1655590299.742180, v 5.502074, i 2, n 116
timestamp 1655590299.767155, v 5.502347, i 3, n 116
timestamp 1655590299.792281, v 5.520936, i 2, n 115
timestamp 1655590299.817287, v 5.521104, i 3, n 115
timestamp 1655590299.842358, v 5.509246, i 2, n 117
timestamp 1655590299.867272, v 5.509475, i 3, n 117
timestamp 1655590299.892413, v 5.484739, i 2, n 116
timestamp 1655590299.917391, v 5.485111, i 3, n 116
timestamp 1655590299.942495, v 5.506509, i 2, n 115
timestamp 1655590299.967459, v 5.506761, i 3, n 115
timestamp 1655590299.992595, v 5.497815, i 2, n 115
timestamp 1655590300.017749, v 5.491660, i 1, n 116
timestamp 1655590300.042750, v 5.491992, i 2, n 116
timestamp 1655590300.067791, v 5.492324, i 3, n 116
timestamp 1655590300.092967, v 5.489050, i 2, n 116
timestamp 1655590300.118008, v 5.489396, i 3, n 116
timestamp 1655590300.143038, v 5.518028, i 2, n 115
timestamp 1655590300.168115, v 5.506204, i 1, n 116
timestamp 1655590300.193228, v 5.506454, i 2, n 116
timestamp 1655590300.218325, v 5.519259, i 1, n 116
timestamp 1655590300.243338, v 5.519434, i 2, n 116
