# CARMEN Logfile
# file format is one message per line
# message_name [message contents] ipc_timestamp ipc_hostname logger_timestamp
# message formats defined: PARAM SYNC ODOM RAWLASER1 RAWLASER2 RAWLASER3 RAWLASER4 ROBOTLASER1 ROBOTLASER2 FLASER RLASER LASER3 LASER4
# PARAM param_name param_value
# COMMENT text 
# SYNC tagname
# ODOM x y theta tv rv accel
# TRUEPOS true_x true_y true_theta odom_x odom_y odom_theta
# RAWLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER3 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# RAWLASER4 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values]
# POSITIONLASER laserid x y z phi(roll) theta(pitch) psi(yaw) 
# ROBOTLASER1 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# ROBOTLASER2 laser_type start_angle field_of_view angular_resolution maximum_range accuracy remission_mode num_readings [range_readings] num_remissions [remission values] laser_pose_x laser_pose_y laser_pose_theta robot_pose_x robot_pose_y robot_pose_theta laser_tv laser_rv forward_safety_dist side_safty_dist turn_axis
# NMEAGGA gpsnr utc latitude_dm lat_orient longitude_dm long_orient gps_quality num_satellites hdop sea_level alititude geo_sea_level geo_sep data_age
# NMEARMC gpsnr validity utc latitude_dm lat_orient longitude_dm long_orient speed course variation var_dir date
# SONAR cone_angle num_sonars [sonar_reading] [sonar_offsets x y theta]
# BUMPER num_bumpers [bumper_reading] [bumper_offsets x y]
# SCANMARK start_stop_indicator laserID 
# IMU accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_EULER accelerationX accelerationY accelerationZ pitch roll yaw magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_QUAT accelerationX accelerationY accelerationZ quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MATRIX accelerationX accelerationY accelerationZ matrix_0-0 matrix_0-1 matrix_0-2 matrix_1-0 matrix_1-1 matrix_1-2 matrix_2-0 matrix_2-1 matrix_2-2s magneticfieldX magneticfieldY magneticfieldZ gyroX gyroY gyroZ
# XSENS_MTIG quaternion_q0 quaternion_q1 quaternion_q2 quaternion_q3 accelerationX accelerationY accelerationZ gyroX gyroY gyroZ magneticfieldX magneticfieldY magneticfieldZ velocityX velocityY velocityZ latitude longitude height gps_fix xkf_valid sensor_ID
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# VECTORMOVE distance theta
# ROBOTVELOCITY tv rv 
# FOLLOWTRAJECTORY x y theta tv rv num readings [trajectory points: x y theta tv rv]
# BASEVELOCITY tv rv 
# 
# OLD LOG MESSAGES: 
# (old) # FLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # RLASER num_readings [range_readings] x y theta odom_x odom_y odom_theta
# (old) # LASER3 num_readings [range_readings]
# (old) # LASER4 num_readings [range_readings]
# (old) # REMISSIONFLASER num_readings [range_readings remission_value]
# (old) # REMISSIONRLASER num_readings [range_readings remission_value]
# (old) # REMISSIONLASER3 num_readings [range_readings remission_value]
# (old) # REMISSIONLASER4 num_readings [range_readings remission_value]
# robot: default
PARAM navigator_panel_map Map 1588794003.473432 lcad-G7-7588 1588794003.473432
PARAM navigator_panel_superimposed_map None 1588794003.473433 lcad-G7-7588 1588794003.473433
PARAM motion_planner_phi_gain 1.5 1588794003.473521 lcad-G7-7588 1588794003.473521
PARAM rrt_distance_interval 3.5 1588794003.473625 lcad-G7-7588 1588794003.473625
PARAM rrt_plan_time 0.03 1588794003.473633 lcad-G7-7588 1588794003.473633
PARAM rrt_timeout 0.05 1588794003.473635 lcad-G7-7588 1588794003.473635
PARAM rrt_cheat off 1588794003.473637 lcad-G7-7588 1588794003.473637
PARAM rrt_show_debug_info off 1588794003.473638 lcad-G7-7588 1588794003.473638
PARAM rrt_publish_lane_map off 1588794003.473640 lcad-G7-7588 1588794003.473640
PARAM rrt_publish_tree on 1588794003.473642 lcad-G7-7588 1588794003.473642
PARAM rrt_use_obstacle_avoider on 1588794003.473643 lcad-G7-7588 1588794003.473643
PARAM rrt_use_mpc off 1588794003.473645 lcad-G7-7588 1588794003.473645
PARAM rrt_use_rlpid off 1588794003.473647 lcad-G7-7588 1588794003.473647
PARAM rrt_use_pure_pursuit_tracking off 1588794003.473648 lcad-G7-7588 1588794003.473648
PARAM rrt_reuse_last_path on 1588794003.473650 lcad-G7-7588 1588794003.473650
PARAM rrt_obstacle_cost_distance 0.8 1588794003.473652 lcad-G7-7588 1588794003.473652
PARAM rrt_obstacle_probability_threshold 0.5 1588794003.473653 lcad-G7-7588 1588794003.473653
PARAM rrt_log_mode off 1588794003.473655 lcad-G7-7588 1588794003.473655
PARAM model_predictive_planner_obstacles_safe_distance 0.6 1588794003.474194 lcad-G7-7588 1588794003.474194
PARAM model_predictive_planner_obstacles_safe_length_distance 5.63 1588794003.474200 lcad-G7-7588 1588794003.474200
PARAM model_predictive_planner_max_square_distance_to_lane 2.0 1588794003.474203 lcad-G7-7588 1588794003.474203
PARAM model_predictive_planner_w1_end_of_path_to_goal_distance 30.0 1588794003.474206 lcad-G7-7588 1588794003.474206
PARAM model_predictive_planner_w2_end_of_path_to_goal_angular_distance 15.0 1588794003.474210 lcad-G7-7588 1588794003.474210
PARAM model_predictive_planner_w3_end_of_path_to_goal_delta_theta 15.0 1588794003.474213 lcad-G7-7588 1588794003.474213
PARAM model_predictive_planner_w4_path_to_lane_distance 3.0 1588794003.474217 lcad-G7-7588 1588794003.474217
PARAM model_predictive_planner_w5_proximity_to_obstacles 20.0 1588794003.474220 lcad-G7-7588 1588794003.474220
PARAM model_predictive_planner_w6_traveled_distance 0.0025 1588794003.474223 lcad-G7-7588 1588794003.474223
PARAM obstacle_avoider_obstacles_safe_distance 0.1 1588794003.474281 lcad-G7-7588 1588794003.474281
PARAM behavior_selector_central_lane_obstacles_safe_distance 1.6 1588794003.474386 lcad-G7-7588 1588794003.474386
PARAM behavior_selector_main_central_lane_obstacles_safe_distance 1.1 1588794003.474390 lcad-G7-7588 1588794003.474390
PARAM behavior_selector_lateral_lane_obstacles_safe_distance 1.1 1588794003.474393 lcad-G7-7588 1588794003.474393
PARAM behavior_selector_lateral_lane_displacement 2.2 1588794003.474397 lcad-G7-7588 1588794003.474397
PARAM behavior_selector_distance_between_waypoints 13.0 1588794003.474400 lcad-G7-7588 1588794003.474400
PARAM behavior_selector_change_goal_distance 13.0 1588794003.474403 lcad-G7-7588 1588794003.474403
PARAM behavior_selector_reverse_driving off 1588794003.474405 lcad-G7-7588 1588794003.474405
PARAM behavior_selector_following_lane_planner 2 1588794003.474407 lcad-G7-7588 1588794003.474406
PARAM behavior_selector_parking_planner 1 1588794003.474408 lcad-G7-7588 1588794003.474408
PARAM behavior_selector_goal_source_path_planner off 1588794003.474410 lcad-G7-7588 1588794003.474410
PARAM behavior_selector_distance_to_remove_annotation_goal 4.0 1588794003.474413 lcad-G7-7588 1588794003.474413
PARAM behavior_selector_rddf_num_poses_ahead_limit 150 1588794003.474416 lcad-G7-7588 1588794003.474416
PARAM behavior_selector_rddf_num_poses_ahead_min 50 1588794003.474419 lcad-G7-7588 1588794003.474419
PARAM behavior_selector_rddf_num_poses_by_car_velocity off 1588794003.474423 lcad-G7-7588 1588794003.474423
PARAM behavior_selector_use_truepos off 1588794003.474426 lcad-G7-7588 1588794003.474426
PARAM behavior_selector_keep_speed_limit off 1588794003.474428 lcad-G7-7588 1588794003.474428
PARAM behavior_selector_goal_velocity_tuning_factor 1.8 1588794003.474429 lcad-G7-7588 1588794003.474429
PARAM behavior_selector_in_path_longitudinal_safety_magin_multiplier 0.5 1588794003.474433 lcad-G7-7588 1588794003.474433
PARAM behavior_selector_in_lane_longitudinal_safety_magin_multiplier 0.5 1588794003.474442 lcad-G7-7588 1588794003.474442
PARAM behavior_selector_distance_to_moving_object_with_v_multiplier 1.0 1588794003.474446 lcad-G7-7588 1588794003.474446
PARAM behavior_selector_distance_between_waypoints_with_v_multiplier 4.0 1588794003.474449 lcad-G7-7588 1588794003.474449
PARAM behavior_selector_performs_path_planning on 1588794003.474452 lcad-G7-7588 1588794003.474452
PARAM rddf_num_poses_ahead 100 1588794003.474534 lcad-G7-7588 1588794003.474534
PARAM rddf_min_distance_between_waypoints 0.5 1588794003.474537 lcad-G7-7588 1588794003.474537
PARAM rddf_lateral_offset_noise 0.1 1588794003.474539 lcad-G7-7588 1588794003.474539
PARAM rddf_lateral_offset_error 0.1 1588794003.474540 lcad-G7-7588 1588794003.474540
PARAM rddf_lateral_offset_particles 1000 1588794003.474542 lcad-G7-7588 1588794003.474542
PARAM rddf_loop on 1588794003.474544 lcad-G7-7588 1588794003.474544
PARAM rddf_source_tracker off 1588794003.474545 lcad-G7-7588 1588794003.474545
PARAM rddf_default_search_radius 1.00 1588794003.474547 lcad-G7-7588 1588794003.474547
PARAM rddf_dynamic_plot_state 0 1588794003.474549 lcad-G7-7588 1588794003.474549
PARAM frenet_path_planner_use_frenet_path_planner on 1588794003.474617 lcad-G7-7588 1588794003.474617
PARAM frenet_path_planner_use_unity_simulator off 1588794003.474622 lcad-G7-7588 1588794003.474622
PARAM frenet_path_planner_num_paths 7 1588794003.474623 lcad-G7-7588 1588794003.474623
PARAM frenet_path_planner_paths_displacement 1.4 1588794003.474625 lcad-G7-7588 1588794003.474625
PARAM frenet_path_planner_max_plan_size 20.0 1588794003.474627 lcad-G7-7588 1588794003.474627
PARAM frenet_path_planner_max_plan_size_increase_factor 4.0 1588794003.474629 lcad-G7-7588 1588794003.474629
PARAM frenet_path_planner_max_derivative_distance 0.5 1588794003.474632 lcad-G7-7588 1588794003.474632
PARAM frenet_path_planner_time_horizon 4.0 1588794003.474635 lcad-G7-7588 1588794003.474635
PARAM frenet_path_planner_delta_t 0.05 1588794003.474637 lcad-G7-7588 1588794003.474637
PARAM route_planner_use_route_planner on 1588794003.474725 lcad-G7-7588 1588794003.474725
PARAM moving_objects_safe_range_above_sensors -0.3 1588794003.474781 lcad-G7-7588 1588794003.474781
PARAM robot_length 4.425 1588794003.475251 lcad-G7-7588 1588794003.475251
PARAM robot_width 1.806 1588794003.475254 lcad-G7-7588 1588794003.475254
PARAM robot_vertical_displacement_from_center -1.375 1588794003.475256 lcad-G7-7588 1588794003.475256
PARAM robot_wheel_radius 0.28 1588794003.475260 lcad-G7-7588 1588794003.475260
PARAM robot_frontlaser_use on 1588794003.475261 lcad-G7-7588 1588794003.475261
PARAM robot_frontlaser_id 1 1588794003.475263 lcad-G7-7588 1588794003.475263
PARAM robot_frontlaser_side_offset 0.0 1588794003.475265 lcad-G7-7588 1588794003.475265
PARAM robot_frontlaser_angular_offset 0.0 1588794003.475266 lcad-G7-7588 1588794003.475266
PARAM robot_frontlaser_offset 0.0 1588794003.475268 lcad-G7-7588 1588794003.475268
PARAM robot_rearlaser_use off 1588794003.475270 lcad-G7-7588 1588794003.475270
PARAM robot_rearlaser_id 2 1588794003.475271 lcad-G7-7588 1588794003.475271
PARAM robot_rearlaser_side_offset 0.0 1588794003.475273 lcad-G7-7588 1588794003.475273
PARAM robot_rearlaser_angular_offset 3.1415923 1588794003.475274 lcad-G7-7588 1588794003.475274
PARAM robot_rearlaser_offset 0.0 1588794003.475276 lcad-G7-7588 1588794003.475276
PARAM robot_min_approach_dist 0.20 1588794003.475278 lcad-G7-7588 1588794003.475278
PARAM robot_min_side_dist 0.20 1588794003.475280 lcad-G7-7588 1588794003.475279
PARAM robot_acceleration 2.00 1588794003.475281 lcad-G7-7588 1588794003.475281
PARAM robot_deceleration 0.30 1588794003.475283 lcad-G7-7588 1588794003.475283
PARAM robot_reaction_time 0.1 1588794003.475284 lcad-G7-7588 1588794003.475284
PARAM robot_max_t_vel 0.4 1588794003.475286 lcad-G7-7588 1588794003.475286
PARAM robot_max_r_vel 0.785398163 1588794003.475288 lcad-G7-7588 1588794003.475288
PARAM robot_theta_gain 1.0 1588794003.475290 lcad-G7-7588 1588794003.475289
PARAM robot_theta_d_gain 0.3 1588794003.475302 lcad-G7-7588 1588794003.475302
PARAM robot_displacement_gain 0.75 1588794003.475304 lcad-G7-7588 1588794003.475304
PARAM robot_use_laser on 1588794003.475306 lcad-G7-7588 1588794003.475306
PARAM robot_use_sonar off 1588794003.475307 lcad-G7-7588 1588794003.475307
PARAM robot_use_bumper off 1588794003.475309 lcad-G7-7588 1588794003.475309
PARAM robot_allow_rear_motion on 1588794003.475310 lcad-G7-7588 1588794003.475310
PARAM robot_sensor_timeout 3.0 1588794003.475312 lcad-G7-7588 1588794003.475312
PARAM robot_command_timeout 3.0 1588794003.475314 lcad-G7-7588 1588794003.475314
PARAM robot_rectangular on 1588794003.475315 lcad-G7-7588 1588794003.475315
PARAM robot_collision_avoidance on 1588794003.475317 lcad-G7-7588 1588794003.475317
PARAM robot_collision_avoidance_frequency 40.0 1588794003.475319 lcad-G7-7588 1588794003.475319
PARAM robot_interpolate_odometry off 1588794003.475320 lcad-G7-7588 1588794003.475320
PARAM robot_turn_before_driving_if_heading_bigger_than_deg 90.0 1588794003.475322 lcad-G7-7588 1588794003.475322
PARAM robot_max_centripetal_acceleration 2.0 1588794003.475325 lcad-G7-7588 1588794003.475325
PARAM robot_polygon_file ford_escape/ford_escape_poly.txt 1588794003.475327 lcad-G7-7588 1588794003.475327
PARAM robot_collision_file ford_escape/ford_escape_col.txt 1588794003.475330 lcad-G7-7588 1588794003.475330
PARAM robot_max_steering_angle 0.5537 1588794003.475334 lcad-G7-7588 1588794003.475334
PARAM robot_max_velocity 8.33 1588794003.475336 lcad-G7-7588 1588794003.475336
PARAM robot_distance_between_front_and_rear_axles 2.625 1588794003.475337 lcad-G7-7588 1588794003.475337
PARAM robot_distance_between_rear_wheels 1.535 1588794003.475340 lcad-G7-7588 1588794003.475340
PARAM robot_distance_between_rear_car_and_rear_wheels 0.96 1588794003.475342 lcad-G7-7588 1588794003.475342
PARAM robot_distance_between_front_car_and_front_wheels 0.85 1588794003.475345 lcad-G7-7588 1588794003.475345
PARAM robot_distance_between_rearview 2.065 1588794003.475349 lcad-G7-7588 1588794003.475349
PARAM robot_turning_radius 5.6 1588794003.475351 lcad-G7-7588 1588794003.475351
PARAM robot_maximum_steering_command_rate 0.335 1588794003.475352 lcad-G7-7588 1588794003.475352
PARAM robot_understeer_coeficient 0.0015 1588794003.475354 lcad-G7-7588 1588794003.475354
PARAM robot_understeer_coeficient2 0.0015 1588794003.475356 lcad-G7-7588 1588794003.475356
PARAM robot_maximum_speed_forward 46.0 1588794003.475357 lcad-G7-7588 1588794003.475357
PARAM robot_maximum_speed_reverse 20.0 1588794003.475359 lcad-G7-7588 1588794003.475359
PARAM robot_maximum_acceleration_forward 0.6 1588794003.475361 lcad-G7-7588 1588794003.475360
PARAM robot_maximum_acceleration_reverse 1.2 1588794003.475362 lcad-G7-7588 1588794003.475362
PARAM robot_maximum_deceleration_forward 3.3 1588794003.475364 lcad-G7-7588 1588794003.475364
PARAM robot_maximum_deceleration_reverse 2.7 1588794003.475365 lcad-G7-7588 1588794003.475365
PARAM robot_desired_steering_command_rate 0.255 1588794003.475367 lcad-G7-7588 1588794003.475367
PARAM robot_desired_acceleration 1.0 1588794003.475369 lcad-G7-7588 1588794003.475369
PARAM robot_desired_decelaration_forward 2.7 1588794003.475370 lcad-G7-7588 1588794003.475370
PARAM robot_desired_decelaration_reverse 2.7 1588794003.475372 lcad-G7-7588 1588794003.475372
PARAM robot_publish_odometry on 1588794003.475374 lcad-G7-7588 1588794003.475374
PARAM robot_v_multiplier 0.997621 1588794003.475375 lcad-G7-7588 1588794003.475375
PARAM robot_phi_multiplier 0.941858 1588794003.475377 lcad-G7-7588 1588794003.475377
PARAM robot_phi_bias -0.003327 1588794003.475379 lcad-G7-7588 1588794003.475379
PARAM robot_PID_steering_kp 689.4 1588794003.475380 lcad-G7-7588 1588794003.475380
PARAM robot_PID_steering_ki 2008.7 1588794003.475382 lcad-G7-7588 1588794003.475382
PARAM robot_PID_steering_kd 30.8 1588794003.475384 lcad-G7-7588 1588794003.475384
PARAM robot_PID_minimum_delta_velocity 0.2 1588794003.475385 lcad-G7-7588 1588794003.475385
PARAM robot_PID_velocity_forward_accelerating_Kp 25.0 1588794003.475387 lcad-G7-7588 1588794003.475387
PARAM robot_PID_velocity_forward_accelerating_Ki 6.0 1588794003.475392 lcad-G7-7588 1588794003.475392
PARAM robot_PID_velocity_forward_accelerating_Kd -0.2 1588794003.475396 lcad-G7-7588 1588794003.475396
PARAM robot_PID_velocity_forward_deccelerating_Kp 30.0 1588794003.475399 lcad-G7-7588 1588794003.475399
PARAM robot_PID_velocity_forward_deccelerating_Ki 2.0 1588794003.475402 lcad-G7-7588 1588794003.475402
PARAM robot_PID_velocity_forward_deccelerating_Kd -0.2 1588794003.475405 lcad-G7-7588 1588794003.475405
PARAM robot_PID_velocity_backward_accelerating_Kp 10.0 1588794003.475409 lcad-G7-7588 1588794003.475409
PARAM robot_PID_velocity_backward_accelerating_Ki 3.0 1588794003.475412 lcad-G7-7588 1588794003.475412
PARAM robot_PID_velocity_backward_accelerating_Kd 0.0 1588794003.475415 lcad-G7-7588 1588794003.475415
PARAM robot_PID_velocity_backward_deccelerating_Kp 20.0 1588794003.475418 lcad-G7-7588 1588794003.475418
PARAM robot_PID_velocity_backward_deccelerating_Ki 9.0 1588794003.475421 lcad-G7-7588 1588794003.475421
PARAM robot_PID_velocity_backward_deccelerating_Kd 0.0 1588794003.475425 lcad-G7-7588 1588794003.475425
PARAM robot_PID_velocity_brake_gap 17.0 1588794003.475428 lcad-G7-7588 1588794003.475428
PARAM road_finding_number_of_gaussians 4 1588794003.475635 lcad-G7-7588 1588794003.475635
PARAM road_mapper_sample_width 120 1588794003.475638 lcad-G7-7588 1588794003.475638
PARAM road_mapper_sample_height 120 1588794003.475640 lcad-G7-7588 1588794003.475640
PARAM road_mapper_distance_sample 5.0 1588794003.475642 lcad-G7-7588 1588794003.475641
PARAM road_mapper_distance_offset 0.5 1588794003.475643 lcad-G7-7588 1588794003.475643
PARAM road_mapper_n_offset 3 1588794003.475645 lcad-G7-7588 1588794003.475645
PARAM road_mapper_n_rotation 24 1588794003.475646 lcad-G7-7588 1588794003.475646
PARAM road_mapper_out_path $CARMEN_HOME/data/road_mapper 1588794003.475648 lcad-G7-7588 1588794003.475648
PARAM road_mapper_out_path_remission $CARMEN_HOME/data/road_mapper_remission 1588794003.475652 lcad-G7-7588 1588794003.475652
PARAM road_mapper_image_channels * 1588794003.475655 lcad-G7-7588 1588794003.475655
PARAM road_mapper_image_class_bits 4 1588794003.475657 lcad-G7-7588 1588794003.475657
PARAM road_mapper_remission_image_channels 3 1588794003.475659 lcad-G7-7588 1588794003.475659
PARAM road_mapper_sampling_stride 50 1588794003.475660 lcad-G7-7588 1588794003.475660
PARAM road_mapper_prototxt_filename $CARMEN_HOME/src/road_mapper/data/bn_conv_merged_model.prototxt 1588794003.475662 lcad-G7-7588 1588794003.475662
PARAM road_mapper_caffemodel_filename $CARMEN_HOME/src/road_mapper/data/bn_conv_merged_weights.caffemodel 1588794003.475666 lcad-G7-7588 1588794003.475666
PARAM road_mapper_label_colours_filename $CARMEN_HOME/src/road_mapper/data/road_mapper_17.png 1588794003.475669 lcad-G7-7588 1588794003.475669
PARAM road_mapper_kernel_size 7 1588794003.475673 lcad-G7-7588 1588794003.475673
PARAM v_disparity_slope_threshould 95.0 1588794003.475750 lcad-G7-7588 1588794003.475750
PARAM car_axis_distance 2.625 1588794003.475873 lcad-G7-7588 1588794003.475873
PARAM car_wheel_diameter 0.56 1588794003.475878 lcad-G7-7588 1588794003.475878
PARAM car_x 0.0 1588794003.475882 lcad-G7-7588 1588794003.475882
PARAM car_y 0.0 1588794003.475885 lcad-G7-7588 1588794003.475885
PARAM car_z 0.28 1588794003.475889 lcad-G7-7588 1588794003.475889
PARAM car_roll 0.0 1588794003.475892 lcad-G7-7588 1588794003.475892
PARAM car_pitch 0.0 1588794003.475896 lcad-G7-7588 1588794003.475896
PARAM car_yaw 0.0 1588794003.475900 lcad-G7-7588 1588794003.475900
PARAM visual_odometry_is_global_pos off 1588794003.476018 lcad-G7-7588 1588794003.476018
PARAM visual_odometry_publish off 1588794003.476022 lcad-G7-7588 1588794003.476022
PARAM visual_odometry_v_multiplier 1.0 1588794003.476024 lcad-G7-7588 1588794003.476024
PARAM visual_odometry_phi_multiplier 1.0 1588794003.476026 lcad-G7-7588 1588794003.476026
PARAM visual_odometry_phi_bias 0.0 1588794003.476027 lcad-G7-7588 1588794003.476027
PARAM grid_mapping_map_range_factor 1.0 1588794003.476215 lcad-G7-7588 1588794003.476215
PARAM grid_mapping_map_grid_res 0.2 1588794003.476232 lcad-G7-7588 1588794003.476232
PARAM grid_mapping_map_width 210 1588794003.476234 lcad-G7-7588 1588794003.476234
PARAM grid_mapping_map_height 210 1588794003.476236 lcad-G7-7588 1588794003.476236
PARAM grid_mapping_laser_sampling_step 36 1588794003.476237 lcad-G7-7588 1588794003.476237
PARAM grid_mapping_laser_num_beams 361 1588794003.476239 lcad-G7-7588 1588794003.476239
PARAM grid_mapping_laser_fov_range 180.0 1588794003.476241 lcad-G7-7588 1588794003.476241
PARAM grid_mapping_laser_max_range 31.0 1588794003.476242 lcad-G7-7588 1588794003.476242
PARAM grid_mapping_laser_lambda_short 1.0 1588794003.476244 lcad-G7-7588 1588794003.476244
PARAM grid_mapping_laser_sigma_zhit 0.1 1588794003.476246 lcad-G7-7588 1588794003.476246
PARAM grid_mapping_laser_zhit 0.3 1588794003.476247 lcad-G7-7588 1588794003.476247
PARAM grid_mapping_laser_zmax 0.5 1588794003.476249 lcad-G7-7588 1588794003.476249
PARAM grid_mapping_laser_zrand 0.1 1588794003.476251 lcad-G7-7588 1588794003.476251
PARAM grid_mapping_laser_zshort 0.1 1588794003.476252 lcad-G7-7588 1588794003.476252
PARAM grid_mapping_laser_locc 5.0 1588794003.476254 lcad-G7-7588 1588794003.476254
PARAM grid_mapping_laser_lfree -1.0 1588794003.476256 lcad-G7-7588 1588794003.476256
PARAM grid_mapping_laser_l0 0 1588794003.476257 lcad-G7-7588 1588794003.476257
PARAM grid_mapping_ultrasonic_sensor_sampling_step 0.001745 1588794003.476259 lcad-G7-7588 1588794003.476259
PARAM grid_mapping_ultrasonic_sensor_num_beams 36 1588794003.476263 lcad-G7-7588 1588794003.476263
PARAM grid_mapping_ultrasonic_sensor_fov_range 18.0 1588794003.476265 lcad-G7-7588 1588794003.476264
PARAM grid_mapping_ultrasonic_sensor_max_range 3.0 1588794003.476268 lcad-G7-7588 1588794003.476268
PARAM grid_mapping_ultrasonic_sensor_lambda_short 0.1 1588794003.476271 lcad-G7-7588 1588794003.476271
PARAM grid_mapping_ultrasonic_sensor_sigma_zhit 0.1 1588794003.476274 lcad-G7-7588 1588794003.476274
PARAM grid_mapping_ultrasonic_sensor_zhit 0.1 1588794003.476277 lcad-G7-7588 1588794003.476277
PARAM grid_mapping_ultrasonic_sensor_zmax 0.1 1588794003.476279 lcad-G7-7588 1588794003.476279
PARAM grid_mapping_ultrasonic_sensor_zrand 0.1 1588794003.476281 lcad-G7-7588 1588794003.476281
PARAM grid_mapping_ultrasonic_sensor_zshort 0.1 1588794003.476282 lcad-G7-7588 1588794003.476282
PARAM grid_mapping_map_locc -150.0 1588794003.476284 lcad-G7-7588 1588794003.476284
PARAM grid_mapping_map_lfree 5.0 1588794003.476286 lcad-G7-7588 1588794003.476286
PARAM grid_mapping_map_l0 0 1588794003.476287 lcad-G7-7588 1588794003.476287
PARAM grid_mapping_map_log_odds_max 50 1588794003.476289 lcad-G7-7588 1588794003.476289
PARAM grid_mapping_map_log_odds_min -50 1588794003.476291 lcad-G7-7588 1588794003.476291
PARAM grid_mapping_map_log_odds_bias 0 1588794003.476292 lcad-G7-7588 1588794003.476292
PARAM ultrasonic_sensor_r1_x 3.455 1588794003.476458 lcad-G7-7588 1588794003.476458
PARAM ultrasonic_sensor_r1_y -0.435 1588794003.476462 lcad-G7-7588 1588794003.476462
PARAM ultrasonic_sensor_r1_z 0.193 1588794003.476464 lcad-G7-7588 1588794003.476464
PARAM ultrasonic_sensor_r1_yaw 0.0 1588794003.476465 lcad-G7-7588 1588794003.476465
PARAM ultrasonic_sensor_r1_pitch 0.0 1588794003.476467 lcad-G7-7588 1588794003.476467
PARAM ultrasonic_sensor_r1_roll 0.0 1588794003.476469 lcad-G7-7588 1588794003.476469
PARAM ultrasonic_sensor_r2_x 2.145 1588794003.476470 lcad-G7-7588 1588794003.476470
PARAM ultrasonic_sensor_r2_y -0.89 1588794003.476472 lcad-G7-7588 1588794003.476472
PARAM ultrasonic_sensor_r2_z 0.004 1588794003.476474 lcad-G7-7588 1588794003.476474
PARAM ultrasonic_sensor_r2_yaw -1.57079633 1588794003.476475 lcad-G7-7588 1588794003.476475
PARAM ultrasonic_sensor_r2_pitch 0.0 1588794003.476477 lcad-G7-7588 1588794003.476477
PARAM ultrasonic_sensor_r2_roll 0.0 1588794003.476479 lcad-G7-7588 1588794003.476479
PARAM ultrasonic_sensor_l2_x 0.477 1588794003.476480 lcad-G7-7588 1588794003.476480
PARAM ultrasonic_sensor_l2_y -0.89 1588794003.476482 lcad-G7-7588 1588794003.476482
PARAM ultrasonic_sensor_l2_z 0.004 1588794003.476490 lcad-G7-7588 1588794003.476490
PARAM ultrasonic_sensor_l2_yaw -1.57079633 1588794003.476492 lcad-G7-7588 1588794003.476492
PARAM ultrasonic_sensor_l2_pitch 0.0 1588794003.476494 lcad-G7-7588 1588794003.476494
PARAM ultrasonic_sensor_l2_roll 0.0 1588794003.476495 lcad-G7-7588 1588794003.476495
PARAM ultrasonic_sensor_l1_x -0.92 1588794003.476497 lcad-G7-7588 1588794003.476497
PARAM ultrasonic_sensor_l1_y -0.455 1588794003.476499 lcad-G7-7588 1588794003.476498
PARAM ultrasonic_sensor_l1_z 0.188 1588794003.476500 lcad-G7-7588 1588794003.476500
PARAM ultrasonic_sensor_l1_yaw -3.14159265 1588794003.476502 lcad-G7-7588 1588794003.476502
PARAM ultrasonic_sensor_l1_pitch 0.0 1588794003.476503 lcad-G7-7588 1588794003.476503
PARAM ultrasonic_sensor_l1_roll 0.0 1588794003.476505 lcad-G7-7588 1588794003.476505
PARAM gps_nmea_dev /dev/iara_gps 1588794003.476734 lcad-G7-7588 1588794003.476734
PARAM gps_nmea_baud 115200 1588794003.476738 lcad-G7-7588 1588794003.476738
PARAM gps_nmea_x -0.572 1588794003.476740 lcad-G7-7588 1588794003.476740
PARAM gps_nmea_y 0.0 1588794003.476741 lcad-G7-7588 1588794003.476741
PARAM gps_nmea_z -0.06 1588794003.476743 lcad-G7-7588 1588794003.476743
PARAM gps_nmea_yaw 0.0 1588794003.476745 lcad-G7-7588 1588794003.476745
PARAM gps_nmea_pitch 0.0 1588794003.476746 lcad-G7-7588 1588794003.476746
PARAM gps_nmea_roll 0.0 1588794003.476748 lcad-G7-7588 1588794003.476748
PARAM gps_nmea_1_x -0.572 1588794003.476750 lcad-G7-7588 1588794003.476750
